codadesao;cod_ata;cod_uasg;procsei;dataregistro;datasolic;encaminhaoficio;recebrespfornec;enviorespcentral;status
373;90;27180;19973.100236/2019-94;2019/04/12 16:32:12.000000000;2019/04/10 00:00:00.000;2019/04/15 00:00:00.000;2019/04/30 00:00:00.000;2019/05/15 00:00:00.000;0                                                                                                                                                                                                                                                              
374;90;21278;19973.100247/2019-74;2019/04/15 14:19:04.000000000;2019/05/16 00:00:00.000;2019/05/21 00:00:00.000;2019/05/24 00:00:00.000;2019/05/27 00:00:00.000;1                                                                                                                                                                                                                                                              
375;90;9910;19973.100259/2019-07;2019/04/16 09:53:23.000000000;2019/04/16 00:00:00.000;2019/04/16 00:00:00.000;2019/04/26 00:00:00.000;2019/05/13 00:00:00.000;0                                                                                                                                                                                                                                                              
376;90;9608;19973.100261/2019-78;2019/04/16 10:10:19.000000000;2019/04/16 00:00:00.000;2019/05/03 00:00:00.000;2019/05/16 00:00:00.000;2019/05/21 00:00:00.000;0                                                                                                                                                                                                                                                              
377;90;9886;19973.100266/2019-09;2019/04/16 14:47:17.000000000;2019/05/17 00:00:00.000;2019/05/21 00:00:00.000;2019/06/24 00:00:00.000;2019/06/24 00:00:00.000;1                                                                                                                                                                                                                                                              
378;90;5833;19973.100277/2019-81;2019/04/17 10:15:50.000000000;2019/04/16 00:00:00.000;2019/04/17 00:00:00.000;2019/04/26 00:00:00.000;2019/05/13 00:00:00.000;0                                                                                                                                                                                                                                                              
379;90;9642;19973.100278/2019-25;2019/04/17 10:40:48.000000000;2019/04/16 00:00:00.000;2019/04/17 00:00:00.000;2019/05/13 00:00:00.000;2019/05/15 00:00:00.000;0                                                                                                                                                                                                                                                              
380;93;20907;19973.100284/2019-82;2019/04/17 15:30:51.000000000;2019/04/17 00:00:00.000;2019/05/09 00:00:00.000;2019/05/16 00:00:00.000;2019/05/20 00:00:00.000;1                                                                                                                                                                                                                                                              
381;94;20907;19973.100284/2019-82;2019/04/17 15:49:35.000000000;2019/04/17 00:00:00.000;2019/04/17 00:00:00.000;2019/05/16 00:00:00.000;2019/05/20 00:00:00.000;1                                                                                                                                                                                                                                                              
382;90;11057;19973.100295/2019-62;2019/04/22 10:38:16.000000000;2019/04/11 00:00:00.000;2019/04/22 00:00:00.000;2019/05/13 00:00:00.000;2019/05/21 00:00:00.000;1                                                                                                                                                                                                                                                              
383;90;26776;19973.100297/2019-51;2019/04/22 11:03:48.000000000;2019/05/03 00:00:00.000;2019/05/07 00:00:00.000;2019/05/16 00:00:00.000;2019/06/07 00:00:00.000;1                                                                                                                                                                                                                                                              
384;90;4693;19973.100298/2019-04;2019/04/22 11:37:20.000000000;2019/04/18 00:00:00.000;2019/04/22 00:00:00.000;2019/04/26 00:00:00.000;2019/05/08 00:00:00.000;1                                                                                                                                                                                                                                                              
385;96;1044;19973.100308/2019-01;2019/04/23 09:33:38.000000000;2019/04/22 00:00:00.000;2019/04/23 00:00:00.000;2019/04/23 00:00:00.000;2019/04/23 00:00:00.000;1                                                                                                                                                                                                                                                              
386;90;19974;19973.100317/2019-94;2019/04/23 15:06:30.000000000;2019/05/17 00:00:00.000;2019/05/21 00:00:00.000;2019/05/24 00:00:00.000;2019/05/27 00:00:00.000;1                                                                                                                                                                                                                                                              
387;90;9341;19973.100319/2019-83;2019/04/23 15:43:24.000000000;2019/04/23 00:00:00.000;2019/04/24 00:00:00.000;2019/04/30 00:00:00.000;2019/06/26 00:00:00.000;0                                                                                                                                                                                                                                                              
388;91;7500;19973.100337/2019-65;2019/04/25 09:08:24.000000000;2019/04/24 00:00:00.000;2019/04/30 00:00:00.000;2019/05/28 00:00:00.000;2019/05/28 00:00:00.000;0                                                                                                                                                                                                                                                              
415;90;10358;19973.100724/2019-00;2019/05/23 16:15:27.000000000;2019/05/28 00:00:00.000;2019/05/28 00:00:00.000;2019/06/05 00:00:00.000;2019/06/06 00:00:00.000;1                                                                                                                                                                                                                                                              
416;90;6154;19973.100689/2019-11;2019/05/23 16:25:28.000000000;2019/05/23 00:00:00.000;2019/05/23 00:00:00.000;2019/05/30 00:00:00.000;2019/06/11 00:00:00.000;1                                                                                                                                                                                                                                                              
418;90;27185;00000000000000000   ;2019/05/23 17:04:19.000000000;2019/05/23 00:00:00.000;;;;0                                                                                                                                                                                                                                                              
419;90;1652;19973.100713/2019-11;2019/05/23 17:28:47.000000000;2019/05/23 00:00:00.000;2019/05/27 00:00:00.000;2019/05/30 00:00:00.000;2019/05/31 00:00:00.000;1                                                                                                                                                                                                                                                              
389;90;27183;19973.100351/2019-69;2019/04/26 14:45:23.000000000;2019/05/20 00:00:00.000;2019/05/24 00:00:00.000;2019/05/29 00:00:00.000;2019/05/30 00:00:00.000;1                                                                                                                                                                                                                                                              
390;90;11282;19973.100357/2019-36;2019/04/26 15:33:11.000000000;2019/04/29 00:00:00.000;2019/04/30 00:00:00.000;2019/05/08 00:00:00.000;2019/05/16 00:00:00.000;1                                                                                                                                                                                                                                                              
391;90;19980;19973.100360/2019-50;2019/04/29 15:36:38.000000000;2019/05/20 00:00:00.000;2019/05/21 00:00:00.000;2019/05/24 00:00:00.000;2019/05/30 00:00:00.000;1                                                                                                                                                                                                                                                              
393;90;227;19973.100377/2019-15;2019/04/30 11:17:51.000000000;2019/04/30 00:00:00.000;2019/04/30 00:00:00.000;2019/05/16 00:00:00.000;2019/05/17 00:00:00.000;1                                                                                                                                                                                                                                                              
394;98;1696;19973.100387/2019-42;2019/04/30 17:16:14.000000000;2019/04/30 00:00:00.000;2019/04/30 00:00:00.000;2019/05/02 00:00:00.000;2019/05/21 00:00:00.000;0                                                                                                                                                                                                                                                              
395;90;9668;19973.100433/2019-11;2019/05/06 10:35:53.000000000;2019/04/30 00:00:00.000;2019/05/06 00:00:00.000;2019/05/20 00:00:00.000;2019/05/21 00:00:00.000;0                                                                                                                                                                                                                                                              
396;90;5879;19973.100434/2019-58;2019/05/06 11:25:10.000000000;2019/05/03 00:00:00.000;2019/05/07 00:00:00.000;2019/05/22 00:00:00.000;2019/05/23 00:00:00.000;0                                                                                                                                                                                                                                                              
397;90;21236;19973.100485/2019-80;2019/05/09 10:38:13.000000000;2019/05/09 00:00:00.000;2019/05/14 00:00:00.000;2019/05/22 00:00:00.000;2019/05/27 00:00:00.000;1                                                                                                                                                                                                                                                              
398;94;20071;19973.100498/2019-59;2019/05/09 11:22:44.000000000;2019/05/09 00:00:00.000;2019/05/20 00:00:00.000;2019/05/29 00:00:00.000;2019/07/03 00:00:00.000;1                                                                                                                                                                                                                                                              
399;90;7471;19973.100549/2019-42;2019/05/14 10:15:35.000000000;2019/05/08 00:00:00.000;2019/05/14 00:00:00.000;2019/06/05 00:00:00.000;2019/06/11 00:00:00.000;1                                                                                                                                                                                                                                                              
400;90;5452;19973.100575/2019-71;2019/05/14 14:31:32.000000000;2019/05/10 00:00:00.000;2019/05/24 00:00:00.000;2019/05/29 00:00:00.000;2019/05/31 00:00:00.000;1                                                                                                                                                                                                                                                              
402;90;324;19973.100569/2019-13;2019/05/15 15:00:51.000000000;2019/05/17 00:00:00.000;2019/05/21 00:00:00.000;2019/05/27 00:00:00.000;2019/05/31 00:00:00.000;1                                                                                                                                                                                                                                                              
403;90;9605;19973.100576/2019-15;2019/05/16 11:51:31.000000000;2019/05/13 00:00:00.000;2019/05/20 00:00:00.000;2019/05/22 00:00:00.000;2019/05/23 00:00:00.000;0                                                                                                                                                                                                                                                              
404;90;5448;19973.100579/2019-59;2019/05/16 15:28:09.000000000;2019/05/15 00:00:00.000;2019/05/20 00:00:00.000;2019/05/22 00:00:00.000;2019/05/23 00:00:00.000;0                                                                                                                                                                                                                                                              
405;90;27184;00000000000000000   ;2019/05/16 16:14:51.000000000;2019/05/15 00:00:00.000;;;;0                                                                                                                                                                                                                                                              
406;96;10612;19973.100608/2019-82;2019/05/17 11:24:29.000000000;2019/05/17 00:00:00.000;2019/05/17 00:00:00.000;2019/05/31 00:00:00.000;2019/06/03 00:00:00.000;1                                                                                                                                                                                                                                                              
407;90;19923;19973.100637/2019-44;2019/05/17 14:05:36.000000000;2019/05/20 00:00:00.000;2019/05/21 00:00:00.000;2019/05/27 00:00:00.000;2019/05/27 00:00:00.000;1                                                                                                                                                                                                                                                              
408;90;18396;19973.100642/2019-57;2019/05/17 14:50:14.000000000;2019/05/21 00:00:00.000;2019/05/21 00:00:00.000;2019/05/24 00:00:00.000;2019/05/27 00:00:00.000;0                                                                                                                                                                                                                                                              
409;90;1645;19973.100617/2019-73;2019/05/17 15:00:37.000000000;2019/05/16 00:00:00.000;2019/05/21 00:00:00.000;2019/05/24 00:00:00.000;2019/05/28 00:00:00.000;1                                                                                                                                                                                                                                                              
410;90;13042;19973.100636/2019-08;2019/05/20 10:56:57.000000000;2019/05/29 00:00:00.000;2019/05/29 00:00:00.000;2019/06/05 00:00:00.000;2019/06/06 00:00:00.000;1                                                                                                                                                                                                                                                              
411;90;1652;19973.100632/2019-11;2019/05/20 11:41:35.000000000;2019/05/20 00:00:00.000;2019/05/21 00:00:00.000;2019/05/22 00:00:00.000;2019/05/23 00:00:00.000;0                                                                                                                                                                                                                                                              
412;90;6419;19973.100634/2019-19;2019/05/20 16:57:47.000000000;2019/05/20 00:00:00.000;2019/05/21 00:00:00.000;2019/05/22 00:00:00.000;2019/05/23 00:00:00.000;0                                                                                                                                                                                                                                                              
413;90;10612;00000000000000000   ;2019/05/21 10:50:47.000000000;2019/05/21 00:00:00.000;;;;0                                                                                                                                                                                                                                                              
414;90;7500;19973.100685/2019-32;2019/05/23 15:38:29.000000000;2019/05/23 00:00:00.000;2019/05/27 00:00:00.000;2019/05/24 00:00:00.000;2019/05/28 00:00:00.000;1                                                                                                                                                                                                                                                              
420;90;27186;19973.100714/2019-66;2019/05/27 14:09:47.000000000;2019/05/24 00:00:00.000;2019/05/27 00:00:00.000;2019/06/05 00:00:00.000;2019/06/05 00:00:00.000;0                                                                                                                                                                                                                                                              
421;90;21887;19973.100720/2019-13;2019/05/27 14:22:53.000000000;2019/05/27 00:00:00.000;2019/05/27 00:00:00.000;2019/06/05 00:00:00.000;2019/07/01 00:00:00.000;0                                                                                                                                                                                                                                                              
422;90;18396;19973.100717/2019-08;2019/05/27 15:11:19.000000000;2019/05/27 00:00:00.000;2019/05/27 00:00:00.000;2019/06/04 00:00:00.000;2019/06/05 00:00:00.000;1                                                                                                                                                                                                                                                              
423;90;6347;19973.100721/2019-68;2019/05/27 18:30:17.000000000;2019/05/23 00:00:00.000;2019/05/27 00:00:00.000;2019/06/05 00:00:00.000;2019/06/05 00:00:00.000;1                                                                                                                                                                                                                                                              
425;90;363;19973.100730/2019-59;2019/05/29 09:38:34.000000000;2019/05/27 00:00:00.000;2019/05/29 00:00:00.000;2019/06/03 00:00:00.000;2019/06/04 00:00:00.000;0                                                                                                                                                                                                                                                              
427;91;27188;19973.100731/2019-01;2019/05/29 11:19:26.000000000;2019/05/29 00:00:00.000;2019/05/29 00:00:00.000;;;0                                                                                                                                                                                                                                                              
428;90;6294;19973.100729/2019-24;2019/05/29 11:27:18.000000000;2019/05/16 00:00:00.000;2019/05/29 00:00:00.000;2019/06/17 00:00:00.000;2019/06/26 00:00:00.000;1                                                                                                                                                                                                                                                              
429;91;19929;19973.100733/2019-92;2019/05/29 11:50:04.000000000;2019/05/29 00:00:00.000;2019/05/29 00:00:00.000;2019/06/17 00:00:00.000;2019/06/17 00:00:00.000;1                                                                                                                                                                                                                                                              
430;90;9997;19973.100736/2019-26;2019/05/29 14:00:01.000000000;2019/05/29 00:00:00.000;2019/05/29 00:00:00.000;2019/06/11 00:00:00.000;2019/06/12 00:00:00.000;1                                                                                                                                                                                                                                                              
431;91;27188;19973.100731/2019-01;2019/05/29 16:22:19.000000000;2019/05/29 00:00:00.000;2019/06/17 00:00:00.000;2019/06/24 00:00:00.000;2019/06/26 00:00:00.000;1                                                                                                                                                                                                                                                              
432;90;7593;19973.100742/2019-83;2019/05/29 16:45:48.000000000;2019/05/29 00:00:00.000;2019/05/30 00:00:00.000;2019/06/11 00:00:00.000;2019/06/12 00:00:00.000;1                                                                                                                                                                                                                                                              
433;90;6223;19973.100737/2019-71;2019/05/29 16:49:06.000000000;2019/05/29 00:00:00.000;2019/05/29 00:00:00.000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;1                                                                                                                                                                                                                                                              
434;90;27189;19973.100741/2019-39;2019/05/29 17:18:28.000000000;2019/05/29 00:00:00.000;2019/05/30 00:00:00.000;2019/06/17 00:00:00.000;2019/06/18 00:00:00.000;0                                                                                                                                                                                                                                                              
435;90;19970;19973.100763/2019-07;2019/05/29 17:27:40.000000000;2019/05/29 00:00:00.000;2019/06/03 00:00:00.000;2019/06/11 00:00:00.000;2019/06/12 00:00:00.000;1                                                                                                                                                                                                                                                              
436;90;12617;19973.100739/2019-60;2019/05/29 17:32:05.000000000;2019/05/24 00:00:00.000;2019/05/29 00:00:00.000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;0                                                                                                                                                                                                                                                              
438;94;9988;00000000000000000   ;2019/05/31 09:17:53.000000000;;;;;0                                                                                                                                                                                                                                                              
439;90;6052;19973.100760/2019-65;2019/06/03 10:52:35.000000000;2019/05/31 00:00:00.000;2019/06/03 00:00:00.000;2019/06/11 00:00:00.000;2019/06/13 00:00:00.000;1                                                                                                                                                                                                                                                              
440;91;1;19973.100766/2019-32;2019/06/03 12:13:18.000000000;2019/05/31 00:00:00.000;2019/06/03 00:00:00.000;2019/06/07 00:00:00.000;2019/06/12 00:00:00.000;1                                                                                                                                                                                                                                                              
441;90;9697;19973.100786/2019-11;2019/06/03 15:57:54.000000000;2019/05/28 00:00:00.000;2019/06/03 00:00:00.000;2019/06/17 00:00:00.000;2019/06/24 00:00:00.000;1                                                                                                                                                                                                                                                              
442;90;9712;19973.100791/2019-16;2019/06/03 16:42:25.000000000;2019/05/31 00:00:00.000;2019/06/03 00:00:00.000;2019/06/11 00:00:00.000;2019/06/12 00:00:00.000;0                                                                                                                                                                                                                                                              
443;96;11375;19973.100811/2019-59;2019/06/05 09:44:36.000000000;2019/06/05 00:00:00.000;2019/06/05 00:00:00.000;2019/06/17 00:00:00.000;2019/07/02 00:00:00.000;1                                                                                                                                                                                                                                                              
444;94;1;19973.100824/2019-28;2019/06/05 15:37:26.000000000;2019/06/05 00:00:00.000;2019/06/17 00:00:00.000;2019/06/17 00:00:00.000;2019/06/18 00:00:00.000;1                                                                                                                                                                                                                                                              
449;90;984;19973.100854/2019-34;2019/06/07 10:01:55.000000000;2019/06/05 00:00:00.000;2019/06/07 00:00:00.000;2019/06/24 00:00:00.000;2019/06/24 00:00:00.000;0                                                                                                                                                                                                                                                              
450;90;3781;19973.100855/2019-89;2019/06/07 10:21:58.000000000;2019/06/07 00:00:00.000;2019/06/11 00:00:00.000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;0                                                                                                                                                                                                                                                              
451;91;5967;19973.100899/2019-17;2019/06/11 11:09:12.000000000;2019/06/07 00:00:00.000;2019/06/11 00:00:00.000;2019/06/12 00:00:00.000;2019/06/13 00:00:00.000;1                                                                                                                                                                                                                                                              
452;90;7701;19973.100910/2019-31;2019/06/11 11:20:58.000000000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;2019/06/24 00:00:00.000;1                                                                                                                                                                                                                                                              
453;90;27190;19973.100903/2019-39;2019/06/11 14:35:25.000000000;2019/06/11 00:00:00.000;2019/06/11 00:00:00.000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;0                                                                                                                                                                                                                                                              
454;94;10355;19973.100906/2019-72;2019/06/11 16:44:11.000000000;2019/06/10 00:00:00.000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;1                                                                                                                                                                                                                                                              
456;94;27191;19973.100914/2019-19;2019/06/12 10:25:03.000000000;2019/06/12 00:00:00.000;2019/07/04 00:00:00.000;2019/07/08 00:00:00.000;2019/07/17 00:00:00.000;1                                                                                                                                                                                                                                                              
457;91;312;19973.100919/2019-41;2019/06/12 14:50:20.000000000;2019/06/12 00:00:00.000;2019/06/12 00:00:00.000;2019/06/12 00:00:00.000;2019/06/13 00:00:00.000;1                                                                                                                                                                                                                                                              
458;90;986;19973.100931/2019-56;2019/06/13 14:29:49.000000000;2019/06/13 00:00:00.000;2019/06/17 00:00:00.000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;0                                                                                                                                                                                                                                                              
459;90;5445;19973.101012/2019-08;2019/06/17 09:58:30.000000000;2019/06/18 00:00:00.000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;2019/06/24 00:00:00.000;1                                                                                                                                                                                                                                                              
460;90;27192;19973.101001/2019-10;2019/06/18 14:47:59.000000000;2019/06/18 00:00:00.000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;2019/06/25 00:00:00.000;1                                                                                                                                                                                                                                                              
461;96;8694;19973.101000/2019-75;2019/06/18 14:49:17.000000000;2019/06/18 00:00:00.000;2019/06/18 00:00:00.000;2019/07/01 00:00:00.000;2019/07/02 00:00:00.000;1                                                                                                                                                                                                                                                              
462;90;5762;19973.101025/2019-79;2019/06/19 15:05:50.000000000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;2019/06/24 00:00:00.000;2019/06/24 00:00:00.000;0                                                                                                                                                                                                                                                              
463;90;5690;19973.101026/2019-13;2019/06/21 08:55:27.000000000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;2019/06/24 00:00:00.000;2019/06/24 00:00:00.000;0                                                                                                                                                                                                                                                              
464;91;10612;19973.101028/2019-11;2019/06/21 09:49:52.000000000;2019/06/19 00:00:00.000;2019/06/21 00:00:00.000;2019/06/24 00:00:00.000;2019/06/25 00:00:00.000;1                                                                                                                                                                                                                                                              
465;90;7455;19973.101031/2019-26;2019/06/21 10:55:39.000000000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;2019/06/24 00:00:00.000;2019/06/24 00:00:00.000;0                                                                                                                                                                                                                                                              
467;91;27193;19973.101116/2019-12;2019/06/21 16:33:55.000000000;2019/06/28 00:00:00.000;2019/06/28 00:00:00.000;2019/06/28 00:00:00.000;2019/07/01 00:00:00.000;1                                                                                                                                                                                                                                                              
468;96;12625;19973.101042/2019-14;2019/06/21 17:02:05.000000000;2019/06/21 00:00:00.000;2019/06/21 00:00:00.000;2019/06/28 00:00:00.000;2019/07/01 00:00:00.000;1                                                                                                                                                                                                                                                              
470;90;19918;19973.101072/2019-12;2019/06/25 10:19:26.000000000;2019/06/24 00:00:00.000;2019/06/25 00:00:00.000;2019/06/26 00:00:00.000;2019/06/27 00:00:00.000;1                                                                                                                                                                                                                                                              
471;90;9539;19973.101062/2019-87;2019/06/25 10:37:33.000000000;2019/06/24 00:00:00.000;2019/06/26 00:00:00.000;2019/06/26 00:00:00.000;2019/07/01 00:00:00.000;0                                                                                                                                                                                                                                                              
472;90;19977;00000000000000000   ;2019/06/25 16:18:22.000000000;2019/06/25 00:00:00.000;;;;0                                                                                                                                                                                                                                                              
473;90;12627;19973.101114/2019-15;2019/06/26 14:40:16.000000000;2019/06/27 00:00:00.000;2019/06/28 00:00:00.000;2019/06/28 00:00:00.000;2019/06/28 00:00:00.000;0                                                                                                                                                                                                                                                              
474;91;12627;19973.101129/2019-83;2019/07/01 08:33:49.000000000;2019/06/28 00:00:00.000;2019/07/01 00:00:00.000;2019/07/02 00:00:00.000;2019/07/03 00:00:00.000;1                                                                                                                                                                                                                                                              
codadesao;cod_ata;cod_uasg;procsei;dataregistro;datasolic;encaminhaoficio;recebrespfornec;enviorespcentral;status
